state,puma_description,msa_description,state_puma,state_msa
va,Roanoke Valley-Alleghany Regional Commission (Roanoke/Salem Cities+Vinton Town) PUMA,Roanoke/VA,VA-51044,VA-40220
va,Roanoke Valley-Alleghany Regional Commission (Outside Roanoke+Salem Cities) PUMA,Roanoke/VA,VA-51045,VA-40220
va,Central Shenandoah Planning District Commission (SW) PUMA,Staunton-Waynesboro/VA,VA-51080,VA-44420
va,Northern Shenandoah Valley Regional Commission (N) PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51084,VA-47900
va,Northern Shenandoah Valley Regional Commission (N) PUMA,Winchester/VA-WV,VA-51084,VA-49020
va,Northern Shenandoah Valley Regional Commission (S) PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51085,VA-47900
va,Rappahannock-Rapidan Regional Commission PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51087,VA-47900
va,Thomas Jefferson Planning District Commission (S+E) PUMA,Charlottesville/VA,VA-51089,VA-16820
va,Thomas Jefferson Planning District Commission (N) PUMA,Charlottesville/VA,VA-51090,VA-16820
va,Virginia's Region 2000 (N)-Bedford/Amherst/Appomattox Counties+Bedford City PUMA,Lynchburg/VA,VA-51095,VA-31340
va,Virginia's Region 2000 (S)-Campbell County+Lynchburg City PUMA,Lynchburg/VA,VA-51096,VA-31340
va,,,VA-51097,VA-19260
va,,,VA-51097,VA-32300
va,Southside Planning District Commission+Commonwealth Regional Council PUMA,Charlottesville/VA,VA-51105,VA-16820
va,Southside Planning District Commission+Commonwealth Regional Council PUMA,Richmond/VA,VA-51105,VA-40060
va,Central Shenandoah Planning District Commission (NE) PUMA,Harrisonburg/VA,VA-51110,VA-25500
va,George Washington Regional Commission (N) PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51115,VA-47900
va,George Washington Regional Commission (S) PUMA,Richmond/VA,VA-51120,VA-40060
va,George Washington Regional Commission (S) PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51120,VA-47900
va,Middle Peninsula/Northern Neck+Accomack-Northampton Planning District Commissions PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51125,VA-47260
va,Crater Planning District Commission PUMA,Richmond/VA,VA-51135,VA-40060
va,Isle of Wight/Southampton Counties/Suffolk+Franklin Cities PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51145,VA-47260
va,Norfolk City (NE) PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51154,VA-47260
va,Portsmouth+Norfolk (SW) Cities PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51155,VA-47260
va,Virginia Beach City (N) PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51164,VA-47260
va,Virginia Beach City (Central) PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51165,VA-47260
va,Virginia Beach City (S) PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51167,VA-47260
va,Newport News City PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51175,VA-47260
va,Hampton City PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51186,VA-47260
va,James City/York Counties/Williamsburg+Poquoson Cities PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-51206,VA-47260
va,Hanover/Powhatan/Goochland/New Kent/King William+Charles City Counties PUMA,Richmond/VA,VA-51215,VA-40060
va,Henrico County (S+E)-Highland Springs/E Highland Park+Glen Allen PUMA,Richmond/VA,VA-51224,VA-40060
va,Henrico County (W)-Tuckahoe/Short Pump+Wyndham PUMA,Richmond/VA,VA-51225,VA-40060
va,Richmond City PUMA,Richmond/VA,VA-51235,VA-40060
va,Prince William County (N+W)-Linton Hall+Gainesville PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51244,VA-47900
va,Manassas/Manassas Park Cities+Prince William County (Central)-Buckhall+Sudley PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51245,VA-47900
va,Prince William County (SE)-Dale City/Lake Ridge+Woodbridge PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51246,VA-47900
va,Alexandria City PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-51255,VA-47900
va,Chesapeake City (NE) PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-55001,VA-47260
va,Chesapeake City (S+W) PUMA,Virginia Beach-Norfolk-Newport News/VA-NC,VA-55002,VA-47260
va,Fairfax County (E Central)-Annandale/W Falls Church+Bailey's Crossroads PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59301,VA-47900
va,Fairfax County (SE)-Woodlawn/Rose Hill+Mount Vernon PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59302,VA-47900
va,Fairfax County (Central)+Fairfax City-Burke PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59303,VA-47900
va,Fairfax County (SW)-Centreville (SE)+Lorton PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59304,VA-47900
va,Fairfax County (N Central)-Vienna Town/Oakton+Fair Oaks (E) PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59305,VA-47900
va,Fairfax County (S Central)-Springfield (S)/W Springfield+Franconia PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59306,VA-47900
va,Fairfax County (NW)-Reston (N)+Franklin Farm PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59307,VA-47900
va,Fairfax County (NE)-McLean+Idylwood PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59308,VA-47900
va,Fairfax County (W Central)-Centreville (N+W)+Chantilly (S+W) PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,VA-59309,VA-47900
vt,NW Vermont-Chittenden/Franklin+Grand Isle Counties-Burlington City PUMA,Burlington-S Burlington/VT,VT-00100,VT-15540
vt,,,VT-00200,VT-15540
vt,,,VT-00300,VT-17200
vt,,,VT-00400,VT-24020
vt,,,VT-00400,VT-15540
wa,,,WA-00100,WA-13380
wa,,,WA-00200,WA-34580
wa,,,WA-00200,WA-42660
wa,,,WA-00300,WA-48300
wa,,,WA-00300,WA-44060
wa,,,WA-00300,WA-49420
wa,,,WA-00300,WA-42660
wa,,,WA-00400,WA-44060
wa,,,WA-00400,WA-30300
wa,,,WA-00400,WA-47460
wa,,,WA-00500,WA-44060
wa,,,WA-00601,WA-44060
wa,,,WA-00601,WA-30300
wa,,,WA-00601,WA-47460
wa,,,WA-00602,WA-44060
wa,,,WA-00700,WA-30300
wa,,,WA-00700,WA-47460
wa,,,WA-00700,WA-28420
wa,,,WA-00800,WA-28420
wa,,,WA-00800,WA-47460
wa,,,WA-00800,WA-49420
wa,,,WA-00901,WA-28420
wa,,,WA-00901,WA-47460
wa,,,WA-00901,WA-49420
wa,,,WA-00901,WA-38900
wa,,,WA-00902,WA-49420
wa,,,WA-01001,WA-42660
wa,,,WA-01002,WA-42660
wa,,,WA-01003,WA-42660
wa,,,WA-01004,WA-42660
wa,,,WA-01005,WA-42660
wa,,,WA-01100,WA-28420
wa,,,WA-01100,WA-47460
wa,,,WA-01100,WA-38900
wa,,,WA-01100,WA-31020
wa,,,WA-01201,WA-38900
wa,,,WA-01201,WA-36500
wa,,,WA-01202,WA-36500
wa,,,WA-01300,WA-42660
wa,,,WA-01401,WA-42660
wa,,,WA-01402,WA-42660
wa,,,WA-01403,WA-42660
wa,,,WA-01404,WA-36500
wa,,,WA-01404,WA-42660
wa,,,WA-01500,WA-49420
wa,,,WA-01500,WA-38900
wa,,,WA-01500,WA-31020
wa,,,WA-01500,WA-36500
wa,,,WA-01600,WA-10140
wa,,,WA-01600,WA-38820
wa,,,WA-01600,WA-43220
wa,,,WA-01701,WA-14740
wa,,,WA-01702,WA-42660
wa,,,WA-01702,WA-14740
wa,,,WA-01801,WA-42660
wa,,,WA-01802,WA-42660
wa,,,WA-01803,WA-42660
wa,,,WA-01804,WA-42660
wa,,,WA-01805,WA-42660
wa,,,WA-01900,WA-42660
wa,,,WA-02001,WA-42660
wa,,,WA-02002,WA-42660
wa,,,WA-02003,WA-42660
wa,,,WA-02004,WA-42660
wa,,,WA-02005,WA-42660
wa,,,WA-02006,WA-42660
wa,,,WA-02007,WA-42660
wa,,,WA-02008,WA-42660
wa,,,WA-02009,WA-42660
wa,,,WA-02101,WA-38900
wa,,,WA-02102,WA-38900
wa,,,WA-02200,WA-38900
wa,Whatcom County-Bellingham City PUMA,Bellingham/WA,WA-10100,WA-13380
wa,Skagit/Island+San Juan Counties PUMA,Mount Vernon-Anacortes/WA,WA-10200,WA-34580
wa,Chelan+Douglas Counties PUMA,Wenatchee/WA,WA-10300,WA-48300
wa,Stevens/Okanogan/Pend Oreille+Ferry Counties PUMA,Spokane-Spokane Valley/WA,WA-10400,WA-44060
wa,Spokane County (N Central)-Spokane City (N) PUMA,Spokane-Spokane Valley/WA,WA-10501,WA-44060
wa,Spokane County (S Central)-Spokane City (S) PUMA,Spokane-Spokane Valley/WA,WA-10502,WA-44060
wa,Spokane County (E Central)-Greater Spokane Valley City PUMA,Spokane-Spokane Valley/WA,WA-10503,WA-44060
wa,Spokane County (Outer)-Cheney City PUMA,Spokane-Spokane Valley/WA,WA-10504,WA-44060
wa,Whitman/Asotin/Adams/Lincoln/Columbia+Garfield Counties PUMA,Lewiston/ID-WA,WA-10600,WA-30300
wa,Whitman/Asotin/Adams/Lincoln/Columbia+Garfield Counties PUMA,Walla Walla/WA,WA-10600,WA-47460
wa,Benton+Franklin Counties-Pasco/Richland (N)+W Richland Cities PUMA,Kennewick-Richland/WA,WA-10701,WA-28420
wa,Benton County (E Central)-Kennewick+Richland (S) Cities PUMA,Kennewick-Richland/WA,WA-10702,WA-28420
wa,Walla Walla/Benton (Outer)+Franklin (Outer) Counties PUMA,Kennewick-Richland/WA,WA-10703,WA-28420
wa,Walla Walla/Benton (Outer)+Franklin (Outer) Counties PUMA,Walla Walla/WA,WA-10703,WA-47460
wa,,,WA-10800,WA-21260
wa,Yakima County (Central)-Greater Yakima City PUMA,Yakima/WA,WA-10901,WA-49420
wa,Yakima County (Outer)-Sunnyside+Grandview Cities PUMA,Yakima/WA,WA-10902,WA-49420
wa,Lewis/Klickitat+Skamania Counties PUMA,Portland-Vancouver-Hillsboro/OR-WA,WA-11000,WA-38900
wa,Clark County (SW)-Vancouver City (W+Central) PUMA,Portland-Vancouver-Hillsboro/OR-WA,WA-11101,WA-38900
wa,Clark County (W Central)-Salmon Creek+Hazel Dell PUMA,Portland-Vancouver-Hillsboro/OR-WA,WA-11102,WA-38900
wa,Clark County (SE)-Vancouver (E)/Camas+Washougal Cities PUMA,Portland-Vancouver-Hillsboro/OR-WA,WA-11103,WA-38900
wa,Clark County (N)-Battle Ground City+Orchards PUMA,Portland-Vancouver-Hillsboro/OR-WA,WA-11104,WA-38900
wa,Cowlitz/Pacific+Wahkiakum Counties PUMA,Longview/WA,WA-11200,WA-31020
wa,,,WA-11300,WA-10140
wa,,,WA-11300,WA-43220
wa,Thurston County (Central)-Olympia/Lacey+Tumwater Cities PUMA,Olympia-Tumwater/WA,WA-11401,WA-36500
wa,Thurston County (Outer) PUMA,Olympia-Tumwater/WA,WA-11402,WA-36500
wa,Pierce County (Central)-Tacoma City (Central) PUMA,Seattle-Tacoma-Bellevue/WA,WA-11501,WA-42660
wa,Pierce County (NW)-Peninsula Region+Tacoma City (W) PUMA,Seattle-Tacoma-Bellevue/WA,WA-11502,WA-42660
wa,Pierce County (W Central)-Lakewood City+Joint Base Lewis-McChord PUMA,Seattle-Tacoma-Bellevue/WA,WA-11503,WA-42660
wa,Pierce County (S Central)-Tacoma City (S)/Parkland+Spanaway PUMA,Seattle-Tacoma-Bellevue/WA,WA-11504,WA-42660
wa,Pierce County (N Central)-Tacoma (Port)+Bonney Lake (NW) Cities PUMA,Seattle-Tacoma-Bellevue/WA,WA-11505,WA-42660
wa,Pierce County (E Central)-Puyallup City+S Hill PUMA,Seattle-Tacoma-Bellevue/WA,WA-11506,WA-42660
wa,Pierce County (SE)-Graham/Elk Plain+Prairie Ridge PUMA,Seattle-Tacoma-Bellevue/WA,WA-11507,WA-42660
wa,Seattle City (NW) PUMA,Seattle-Tacoma-Bellevue/WA,WA-11601,WA-42660
wa,Seattle City (NE) PUMA,Seattle-Tacoma-Bellevue/WA,WA-11602,WA-42660
wa,Seattle City (Downtown)-Queen Anne+Magnolia PUMA,Seattle-Tacoma-Bellevue/WA,WA-11603,WA-42660
wa,Seattle City (SE)-Capitol Hill PUMA,Seattle-Tacoma-Bellevue/WA,WA-11604,WA-42660
wa,Seattle City (W)-Duwamish+Beacon Hill PUMA,Seattle-Tacoma-Bellevue/WA,WA-11605,WA-42660
wa,King County (NW)-Shoreline/Kenmore+Bothell (S) Cities PUMA,Seattle-Tacoma-Bellevue/WA,WA-11606,WA-42660
wa,King County (NW)-Redmond/Kirkland Cities/Inglewood+Finn Hill PUMA,Seattle-Tacoma-Bellevue/WA,WA-11607,WA-42660
wa,King County (NW Central)-Greater Bellevue City PUMA,Seattle-Tacoma-Bellevue/WA,WA-11608,WA-42660
wa,King County (Central)-Sammamish/Issaquah/Mercer Island+Newcastle Cities PUMA,Seattle-Tacoma-Bellevue/WA,WA-11609,WA-42660
wa,King County (Central)-Renton City/Fairwood/Bryn Mawr+Skyway PUMA,Seattle-Tacoma-Bellevue/WA,WA-11610,WA-42660
wa,King County (W Central)-Burien/SeaTac/Tukwila Cities+White Center PUMA,Seattle-Tacoma-Bellevue/WA,WA-11611,WA-42660
wa,King County (Far SW)-Federal Way/Des Moines Cities+Vashon Island PUMA,Seattle-Tacoma-Bellevue/WA,WA-11612,WA-42660
wa,King County (SW Central)-Kent City PUMA,Seattle-Tacoma-Bellevue/WA,WA-11613,WA-42660
wa,King County (SW)-Auburn City+Lakeland PUMA,Seattle-Tacoma-Bellevue/WA,WA-11614,WA-42660
wa,King County (SE)-Maple Valley/Covington+Enumclaw Cities PUMA,Seattle-Tacoma-Bellevue/WA,WA-11615,WA-42660
wa,King County (NE)-Snoqualmie City/Cottage Lake/Union Hill+Novelty Hill PUMA,Seattle-Tacoma-Bellevue/WA,WA-11616,WA-42660
wa,Snohomish County (SW)-Edmonds/Lynnwood+Mountlake Terrace Cities PUMA,Seattle-Tacoma-Bellevue/WA,WA-11701,WA-42660
wa,Snohomish County (W Central)-Mukilteo+Everett (SW) Cities PUMA,Seattle-Tacoma-Bellevue/WA,WA-11702,WA-42660
wa,Snohomish County (Central)-Everett City (Central+E)+Eastmont PUMA,Seattle-Tacoma-Bellevue/WA,WA-11703,WA-42660
wa,Snohomish County (S Central)-Bothell (N)/Mill Creek Cities+Silver Firs PUMA,Seattle-Tacoma-Bellevue/WA,WA-11704,WA-42660
wa,Snohomish County (Central+SE)-Lake Stevens+Monroe Cities PUMA,Seattle-Tacoma-Bellevue/WA,WA-11705,WA-42660
wa,Snohomish County (N)-Marysville+Arlington Cities PUMA,Seattle-Tacoma-Bellevue/WA,WA-11706,WA-42660
wa,Kitsap County (N)-Bainbridge Island City+Silverdale PUMA,Bremerton-Silverdale/WA,WA-11801,WA-14740
wa,Kitsap County (S)-Bremerton+Port Orchard Cities PUMA,Bremerton-Silverdale/WA,WA-11802,WA-14740
wa,,,WA-11900,WA-38820
wi,NW Wisconsin PUMA,Duluth/MN-WI,WI-00100,WI-20260
wi,Madison City (Central) PUMA,Madison/WI,WI-00101,WI-31540
wi,Dane County (E) PUMA,Madison/WI,WI-00102,WI-31540
wi,Dane County (W) PUMA,Madison/WI,WI-00103,WI-31540
wi,Green Bay City PUMA,Green Bay/WI,WI-00200,WI-24580
wi,Outer Green Bay City PUMA,Green Bay/WI,WI-00300,WI-24580
wi,,,WI-00400,WI-33460
wi,,,WI-00400,WI-20740
wi,,,WI-00500,WI-20740
wi,,,WI-00600,WI-33460
wi,W Central Wisconsin-Northern Mississippi Region PUMA,Minneapolis-St Paul-Bloomington/MN-WI,WI-00700,WI-33460
wi,Grant/Green/Iowa/Richland+Lafayette Counties PUMA,Madison/WI,WI-00800,WI-31540
wi,La Crosse County PUMA,La Crosse-Onalaska/WI-MN,WI-00900,WI-29100
wi,Sauk+Columbia Counties PUMA,Madison/WI,WI-01000,WI-31540
wi,,,WI-01001,WI-31540
wi,,,WI-01100,WI-31540
wi,,,WI-01200,WI-31540
wi,Marinette/Oconto/Door+Florence Counties PUMA,Green Bay/WI,WI-01300,WI-24580
wi,Manitowoc+Kewaunee Counties PUMA,Green Bay/WI,WI-01301,WI-24580
wi,,,WI-01400,WI-24580
wi,,,WI-01400,WI-11540
wi,,,WI-01400,WI-22540
wi,Fond du Lac+Calumet Counties PUMA,Appleton/WI,WI-01401,WI-11540
wi,Fond du Lac+Calumet Counties PUMA,Fond du Lac/WI,WI-01401,WI-22540
wi,Outagamie County PUMA,Appleton/WI,WI-01500,WI-11540
wi,Winnebago County PUMA,Oshkosh-Neenah/WI,WI-01501,WI-36780
wi,Marathon County PUMA,Wausau/WI,WI-01600,WI-48140
wi,,,WI-01601,WI-33460
wi,,,WI-01601,WI-31540
wi,,,WI-01700,WI-48020
wi,,,WI-01700,WI-48580
wi,,,WI-01800,WI-16980
wi,,,WI-01900,WI-39540
wi,,,WI-02001,WI-33340
wi,,,WI-02002,WI-33340
wi,,,WI-02003,WI-33340
wi,,,WI-02004,WI-33340
wi,,,WI-02101,WI-33340
wi,,,WI-02102,WI-33340
wi,,,WI-02201,WI-33340
wi,,,WI-02202,WI-33340
wi,,,WI-02203,WI-33340
wi,,,WI-02300,WI-33340
wi,Rock County PUMA,Janesville-Beloit/WI,WI-02400,WI-27500
wi,Sheboygan County PUMA,Sheboygan/WI,WI-02500,WI-43100
wi,Kenosha County PUMA,Chicago-Naperville-Elgin/IL-IN-WI,WI-10000,WI-16980
wi,Washington+Ozaukee Counties PUMA,Milwaukee-Waukesha-W Allis/WI,WI-20000,WI-33340
wi,Racine County PUMA,Racine/WI,WI-30000,WI-39540
wi,Milwaukee County (NE) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-40101,WI-33340
wi,Milwaukee County (S) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-40301,WI-33340
wi,Milwaukee County (W) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-40701,WI-33340
wi,Milwaukee City (N) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-41001,WI-33340
wi,Milwaukee City (N Central) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-41002,WI-33340
wi,Milwaukee City (Central) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-41003,WI-33340
wi,Milwaukee City (S Central) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-41004,WI-33340
wi,Milwaukee City (S) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-41005,WI-33340
wi,,,WI-50000,WI-48580
wi,Barron/Polk/Clark+Chippewa (N) Counties PUMA,Eau Claire/WI,WI-55101,WI-20740
wi,St Croix+Dunn Counties PUMA,Minneapolis-St Paul-Bloomington/MN-WI,WI-55102,WI-33460
wi,Eau Claire+Chippewa (S) Counties PUMA,Eau Claire/WI,WI-55103,WI-20740
wi,Waukesha County (W) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-70101,WI-33340
wi,Waukesha County (E) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-70201,WI-33340
wi,Waukesha County (Central) PUMA,Milwaukee-Waukesha-W Allis/WI,WI-70301,WI-33340
wv,Ohio/Marshall/Hancock+Brooke Counties PUMA,Weirton-Steubenville/WV-OH,WV-00100,WV-48260
wv,Ohio/Marshall/Hancock+Brooke Counties PUMA,Wheeling/WV-OH,WV-00100,WV-48540
wv,,,WV-00200,WV-34060
wv,Monongalia+Preston Counties-Morgantown City PUMA,Morgantown/WV,WV-00300,WV-34060
wv,Berkeley/Jefferson/Mineral/Hampshire+Morgan Counties PUMA,Cumberland/MD-WV,WV-00400,WV-19060
wv,Berkeley/Jefferson/Mineral/Hampshire+Morgan Counties PUMA,Hagerstown-Martinsburg/MD-WV,WV-00400,WV-25180
wv,Berkeley/Jefferson/Mineral/Hampshire+Morgan Counties PUMA,Washington-Arlington-Alexandria/DC-VA-MD-WV,WV-00400,WV-47900
wv,Berkeley/Jefferson/Mineral/Hampshire+Morgan Counties PUMA,Winchester/VA-WV,WV-00400,WV-49020
wv,,,WV-00500,WV-34060
wv,,,WV-00500,WV-19060
wv,,,WV-00500,WV-25180
wv,,,WV-00500,WV-47900
wv,,,WV-00500,WV-49020
wv,,,WV-00600,WV-37620
wv,,,WV-00600,WV-26580
wv,,,WV-00600,WV-16620
wv,,,WV-00600,WV-48260
wv,,,WV-00600,WV-48540
wv,Wood/Pleasants+Wirt Counties PUMA,Parkersburg-Vienna/WV,WV-00700,WV-37620
wv,Cabell/Wayne+Mason Counties-Huntington City PUMA,Huntington-Ashland/WV-KY-OH,WV-00800,WV-26580
wv,Putnam/Boone+Lincoln Counties PUMA,Charleston/WV,WV-00900,WV-16620
wv,Putnam/Boone+Lincoln Counties PUMA,Huntington-Ashland/WV-KY-OH,WV-00900,WV-26580
wv,Kanawha+Clay Counties-Charleston City PUMA,Charleston/WV,WV-01000,WV-16620
wv,,,WV-01100,WV-28700
wv,,,WV-01100,WV-13220
wv,,,WV-01100,WV-16620
wv,,,WV-01100,WV-26580
wv,Raleigh/Mercer+Fayette Counties PUMA,Beckley/WV,WV-01200,WV-13220
wv,,,WV-01300,WV-13220
wy,,,WY-00100,WY-26820
wy,,,WY-00100,WY-30860
wy,,,WY-00100,WY-38540
wy,,,WY-00100,WY-36260
wy,,,WY-00100,WY-16940
wy,,,WY-00200,WY-16940
wy,,,WY-00200,WY-16220
wy,Laramie+Albany Counties PUMA,Cheyenne/WY,WY-00300,WY-16940
wy,Natrona/Carbon+Converse Counties PUMA,Casper/WY,WY-00400,WY-16220
wy,,,WY-00500,WY-16940
al,,"Scottsboro, AL Micro Area",AL-00400,AL-42460
al,,"Fort Payne, AL Micro Area",AL-00400,AL-22840
al,,"Albertville, AL Micro Area",AL-00500,AL-10700
al,,"Cullman, AL Micro Area",AL-00700,AL-18980
al,,"Enterprise, AL Micro Area",AL-02300,AL-21460
ar,,"Searcy, AR Micro Area",AR-00300,AR-42620
ar,,"Russellville, AR Micro Area",AR-01300,AR-40780
az,,"Payson, AZ Micro Area",AZ-00800,AZ-37740
ca,,"Sonora, CA Micro Area",CA-00300,CA-43760
ca,,"Clearlake, CA Micro Area",CA-03300,CA-17340
co,,"Glenwood Springs, CO Micro Area",CO-00200,CO-24060
co,,"Edwards, CO Micro Area",CO-00400,CO-20780
co,,"Durango, CO Micro Area",CO-00900,CO-20420
ct,,"Torrington, CT Micro Area",CT-00500,CT-45860
fl,,"Key West, FL Micro Area",FL-08700,FL-28580
fl,,"Palatka, FL Micro Area",FL-10700,FL-37260
ga,,"St. Marys, GA Micro Area",GA-00100,GA-41220
ga,,"Statesboro, GA Micro Area",GA-00300,GA-44340
ga,,"Waycross, GA Micro Area",GA-00500,GA-48180
ga,,"Dublin, GA Micro Area",GA-01300,GA-20140
ga,,"Milledgeville, GA Micro Area",GA-01600,GA-33300
ga,,"LaGrange, GA Micro Area",GA-02200,GA-29300
ga,,"Calhoun, GA Micro Area",GA-02500,GA-15660
ga,,"Jefferson, GA Micro Area",GA-03800,GA-27600
hi,,"Kapaa, HI Micro Area",HI-00100,HI-28180
ia,,"Mason City, IA Micro Area",IA-00200,IA-32380
id,,"Twin Falls, ID Metro Area",ID-00900,ID-46300
id,,"Rexburg, ID Micro Area",ID-01100,ID-39940
il,,"Rochelle, IL Micro Area",IL-00104,IL-40300
il,,"Galesburg, IL Micro Area",IL-00202,IL-23660
in,,"Jasper, IN Micro Area",IN-00700,IN-27540
in,,"Warsaw, IN Micro Area",IN-00800,IN-47700
in,,"Richmond, IN Micro Area",IN-01100,IN-39980
in,,"Marion, IN Micro Area",IN-02301,IN-31980
ks,,"Salina, KS Micro Area",KS-00200,KS-41460
ky,,"Glasgow, KY Micro Area",KY-00400,KY-23980
ky,,"Frankfort, KY Micro Area",KY-01600,KY-23180
ky,,"Danville, KY Micro Area",KY-02100,KY-19220
la,,"Fort Polk South, LA Micro Area",LA-00700,LA-22860
la,,"Opelousas, LA Micro Area",LA-01000,LA-36660
la,,"Morgan City, LA Micro Area",LA-01300,LA-34020
ma,,"Greenfield Town, MA Micro Area",MA-00200,MA-24640
mi,,"Marquette, MI Micro Area",MI-00100,MI-32100
mi,,"Holland, MI Micro Area",MI-00801,MI-26090
mi,,"Ionia, MI Micro Area",MI-01100,MI-26960
mi,,"Mount Pleasant, MI Micro Area",MI-01200,MI-34380
mi,,"Owosso, MI Micro Area",MI-01704,MI-37020
mi,,"Sturgis, MI Micro Area",MI-02200,MI-44780
mi,,"Adrian, MI Micro Area",MI-02500,MI-10300
mn,,"Brainerd, MN Micro Area",MN-00300,MN-14660
mn,,"Fergus Falls, MN Micro Area",MN-00800,MN-22260
mn,,"Winona, MN Micro Area",MN-02600,MN-49100
mo,,"Warrensburg, MO Micro Area",MO-00800,MO-47660
mo,,"Fort Leonard Wood, MO Micro Area",MO-01400,MO-22780
mo,,"Farmington, MO Micro Area",MO-02100,MO-22100
ms,,"Oxford, MS Micro Area",MS-00400,MS-37060
ms,,"Tupelo, MS Micro Area",MS-00500,MS-46180
ms,,"Columbus, MS Micro Area",MS-00600,MS-18060
ms,,"Vicksburg, MS Micro Area",MS-01200,MS-46980
ms,,"Laurel, MS Micro Area",MS-01400,MS-29860
ms,,"Meridian, MS Micro Area",MS-01500,MS-32940
ms,,"Picayune, MS Micro Area",MS-01900,MS-38100
mt,,"Kalispell, MT Micro Area",MT-00100,MT-28060
mt,,"Helena, MT Micro Area",MT-00300,MT-25740
mt,,"Bozeman, MT Micro Area",MT-00500,MT-14580
nc,,"Boone, NC Micro Area",NC-00100,NC-14380
nc,,"North Wilkesboro, NC Micro Area",NC-00200,NC-35900
nc,,"Mount Airy, NC Micro Area",NC-00200,NC-34340
nc,,"Oxford, NC Micro Area",NC-00400,NC-37080
nc,,"Roanoke Rapids, NC Micro Area",NC-00600,NC-40260
nc,,"Elizabeth City, NC Micro Area",NC-00700,NC-21020
nc,,"Albemarle, NC Micro Area",NC-00700,NC-10620
nc,,"Wilson, NC Micro Area",NC-01000,NC-48980
nc,,"Dunn, NC Micro Area",NC-01100,NC-20380
nc,,"Sanford, NC Micro Area",NC-01500,NC-41820
nc,,"Forest City, NC Micro Area",NC-02600,NC-22580
nc,,"Shelby, NC Micro Area",NC-02600,NC-43140
nc,,"Kinston, NC Micro Area",NC-04100,NC-28820
nc,,"Morehead City, NC Micro Area",NC-04400,NC-33980
nd,,"Minot, ND Micro Area",ND-00100,ND-33500
ne,,"Kearney, NE Micro Area",NE-00500,NE-28260
nh,,"Laconia, NH Micro Area",NH-00200,NH-29060
nh,,"Concord, NH Micro Area",NH-00400,NH-18180
